# BUSCO version is: 5.1.2 
# The lineage dataset is: viridiplantae_odb10 (Creation date: 2024-01-08, number of genomes: 57, number of BUSCOs: 425)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
206170at33090	Complete	h1tg000037l	3713625	3719603	+	271.3	153	https://v10-1.orthodb.org/?query=206170at33090	uncharacterized protein LOC103486501
207179at33090	Complete	h1tg000003l	18944347	18963555	+	472.1	305	https://v10-1.orthodb.org/?query=207179at33090	Peroxisome biogenesis protein 12
207898at33090	Complete	h1tg000026l	308484	313721	-	248.3	157	https://v10-1.orthodb.org/?query=207898at33090	Ribosomal protein L9
208706at33090	Complete	h1tg000024l	1684774	1690656	-	211.1	137	https://v10-1.orthodb.org/?query=208706at33090	Ribosome recycling factor
208707at33090	Complete	h1tg000002l	21039870	21043886	-	75.0	69	https://v10-1.orthodb.org/?query=208707at33090	Heat shock protein DnaJ, cysteine-rich domain superfamily
208849at33090	Complete	h1tg000002l	25910953	25911300	-	122.1	71	https://v10-1.orthodb.org/?query=208849at33090	LSM domain, eukaryotic/archaea-type
209015at33090	Complete	h1tg000045l	7111754	7122232	+	281.0	225	https://v10-1.orthodb.org/?query=209015at33090	Nuclear cap-binding protein subunit 2
209301at33090	Complete	h1tg000024l	8221447	8230810	+	402.5	270	https://v10-1.orthodb.org/?query=209301at33090	Tetratricopeptide repeat
209302at33090	Complete	h1tg000006l	18304989	18321810	-	333.3	186	https://v10-1.orthodb.org/?query=209302at33090	Mitochondrial import inner membrane translocase subunit Tim21
209516at33090	Complete	h1tg000023l	7767993	7774170	+	287.6	166	https://v10-1.orthodb.org/?query=209516at33090	Peptidylprolyl isomerase
210493at33090	Complete	h1tg000010l	37153763	37162718	+	136.4	130	https://v10-1.orthodb.org/?query=210493at33090	Domain of unknown function DUF3456
210551at33090	Complete	h1tg000025l	9404579	9407748	-	319.0	182	https://v10-1.orthodb.org/?query=210551at33090	Thioredoxin
210557at33090	Complete	h1tg000010l	30834763	30838453	+	147.4	123	https://v10-1.orthodb.org/?query=210557at33090	Protein of unknown function DUF3054
210851at33090	Complete	h1tg000001l	18940281	18943433	-	251.9	129	https://v10-1.orthodb.org/?query=210851at33090	Glyoxalase/fosfomycin resistance/dioxygenase domain
211645at33090	Complete	h1tg000038l	826541	836008	+	345.4	214	https://v10-1.orthodb.org/?query=211645at33090	rRNA small subunit methyltransferase G
212331at33090	Complete	h1tg000012l	7815302	7821882	-	465.0	365	https://v10-1.orthodb.org/?query=212331at33090	Nucleoporin Nup54, alpha-helical domain
212845at33090	Complete	h1tg000003l	29136684	29137721	+	237.8	168	https://v10-1.orthodb.org/?query=212845at33090	PsbP, C-terminal
213827at33090	Complete	h1tg000014l	1380687	1385070	+	252.0	136	https://v10-1.orthodb.org/?query=213827at33090	Peptidylprolyl isomerase
213828at33090	Complete	h1tg000030l	4111954	4112556	+	231.5	127	https://v10-1.orthodb.org/?query=213828at33090	Domain of unknown function DUF304
214313at33090	Complete	h1tg000024l	1347257	1349817	-	113.6	94	https://v10-1.orthodb.org/?query=214313at33090	Protein RDM1, plant
215062at33090	Complete	h1tg000045l	2672746	2677636	+	208.5	140	https://v10-1.orthodb.org/?query=215062at33090	N-acetyltransferase 9-like
215487at33090	Complete	h1tg000026l	845261	845893	-	71.5	83	https://v10-1.orthodb.org/?query=215487at33090	RecQ-mediated genome instability protein 2
215817at33090	Complete	h1tg000017l	8457749	8469748	-	425.9	282	https://v10-1.orthodb.org/?query=215817at33090	RNA recognition motif domain
216228at33090	Complete	h1tg000031l	21757718	21779283	-	247.2	161	https://v10-1.orthodb.org/?query=216228at33090	Protein of unknown function DUF1997
216601at33090	Complete	h1tg000023l	3072800	3075885	-	181.7	157	https://v10-1.orthodb.org/?query=216601at33090	Pyridoxamine 5'-phosphate oxidase, Alr4036 family, FMN-binding domain
217014at33090	Complete	h1tg000030l	5409849	5414326	+	235.4	209	https://v10-1.orthodb.org/?query=217014at33090	Cofactor assembly of complex C subunit B, CCB2/CCB4
217521at33090	Complete	h1tg000032l	381395	385633	+	161.6	131	https://v10-1.orthodb.org/?query=217521at33090	CDP-alcohol phosphatidyltransferase
218947at33090	Complete	h1tg000026l	3249937	3251496	+	173.2	108	https://v10-1.orthodb.org/?query=218947at33090	Domain of unknown function DUF1279
219128at33090	Complete	h1tg000003l	3375908	3378354	+	127.9	72	https://v10-1.orthodb.org/?query=219128at33090	Predicted protein
219839at33090	Complete	h1tg000020l	1221867	1224311	+	240.2	124	https://v10-1.orthodb.org/?query=219839at33090	Ribosomal protein L18
220165at33090	Complete	h1tg000006l	4234061	4238084	+	259.5	180	https://v10-1.orthodb.org/?query=220165at33090	Dimethylallyl, adenosine tRNA methylthiotransferase
220316at33090	Complete	h1tg000007l	5115889	5122729	+	164.7	136	https://v10-1.orthodb.org/?query=220316at33090	Co-chaperone Hsc20
220587at33090	Complete	h1tg000001l	13741474	13763188	+	276.6	205	https://v10-1.orthodb.org/?query=220587at33090	Protein OS9-like
220589at33090	Complete	h1tg000002l	16641882	16660622	+	417.9	325	https://v10-1.orthodb.org/?query=220589at33090	Rubisco LSMT, substrate-binding domain
220981at33090	Complete	h1tg000001l	12293994	12331723	+	254.9	165	https://v10-1.orthodb.org/?query=220981at33090	26S Proteasome non-ATPase regulatory subunit 9
223902at33090	Complete	h1tg000022l	3998540	4003481	-	169.9	106	https://v10-1.orthodb.org/?query=223902at33090	Thioredoxin domain
225336at33090	Complete	h1tg000002l	26488768	26492252	+	194.0	136	https://v10-1.orthodb.org/?query=225336at33090	Mechanosensitive ion channel MscS domain superfamily
227848at33090	Complete	h1tg000043l	2234150	2241775	-	263.2	203	https://v10-1.orthodb.org/?query=227848at33090	RWD domain
228201at33090	Complete	h1tg000047l	5614252	5615268	+	364.2	248	https://v10-1.orthodb.org/?query=228201at33090	Domain of unknown function DUF1995
229764at33090	Complete	h1tg000006l	9281672	9294338	-	447.0	293	https://v10-1.orthodb.org/?query=229764at33090	Shikimate kinase/gluconokinase
229778at33090	Complete	h1tg000037l	5590599	5592570	-	134.1	105	https://v10-1.orthodb.org/?query=229778at33090	Predicted protein
229782at33090	Complete	h1tg000037l	7850331	7851122	+	116.7	65	https://v10-1.orthodb.org/?query=229782at33090	Putative membrane protein insertion efficiency factor
230103at33090	Complete	h1tg000022l	8299127	8307258	+	500.8	303	https://v10-1.orthodb.org/?query=230103at33090	Ribosomal protein S23/S29, mitochondrial
231151at33090	Complete	h1tg000043l	1152592	1155702	-	242.9	186	https://v10-1.orthodb.org/?query=231151at33090	NAD(P)-binding domain
231707at33090	Complete	h1tg000023l	5754418	5758860	+	331.2	216	https://v10-1.orthodb.org/?query=231707at33090	Spindle and kinetochore-associated protein 1
233744at33090	Complete	h1tg000012l	7005769	7008508	+	198.0	131	https://v10-1.orthodb.org/?query=233744at33090	Protein Iojap/ribosomal silencing factor RsfS
234046at33090	Duplicated	h1tg000001l	7542529	7555682	-	161.9	111	https://v10-1.orthodb.org/?query=234046at33090	Prefoldin beta-like
234046at33090	Duplicated	h1tg000001l	7919144	7930234	-	161.8	111	https://v10-1.orthodb.org/?query=234046at33090	Prefoldin beta-like
238204at33090	Complete	h1tg000045l	2079479	2080069	-	135.4	69	https://v10-1.orthodb.org/?query=238204at33090	Predicted protein
238385at33090	Complete	h1tg000029l	7504423	7505149	-	105.6	67	https://v10-1.orthodb.org/?query=238385at33090	Photosystem I reaction centre subunit N, chloroplastic
